"","word","absolute.frequency","relative.frequency"
"817","alreadi",15,0.00840336134453781
"818","burn",15,0.00840336134453781
"819","survey",15,0.00840336134453781
"820","excus",15,0.00840336134453781
"821","nonsens",15,0.00840336134453781
"822","separ",15,0.00840336134453781
"823","swear",15,0.00840336134453781
"824","asleep",15,0.00840336134453781
"825","human",15,0.00840336134453781
"826","annoy",15,0.00840336134453781
"827","shock",15,0.00840336134453781
"828","land",15,0.00840336134453781
"829","sprang",15,0.00840336134453781
"830","manag",15,0.00840336134453781
"831","meant",15,0.00840336134453781
"832","teach",15,0.00840336134453781
"833","danger",15,0.00840336134453781
"834","deal",15,0.00840336134453781
"835","sing",15,0.00840336134453781
"836","charg",15,0.00840336134453781
"837","alarm",15,0.00840336134453781
"838","reluct",15,0.00840336134453781
"839","enemi",15,0.00840336134453781
"840","neighbour",14,0.00784313725490196
"841","fellow",14,0.00784313725490196
"842","beheld",14,0.00784313725490196
"843","peevish",14,0.00784313725490196
"844","request",14,0.00784313725490196
"845","sign",14,0.00784313725490196
"846","gentleman",14,0.00784313725490196
"847","avers",14,0.00784313725490196
"848","equal",14,0.00784313725490196
"849","led",14,0.00784313725490196
"850","opposit",14,0.00784313725490196
"851","snatch",14,0.00784313725490196
"852","rush",14,0.00784313725490196
"853","restor",14,0.00784313725490196
"854","guest",14,0.00784313725490196
"855","astonish",14,0.00784313725490196
"856","deserv",14,0.00784313725490196
"857","lean",14,0.00784313725490196
"858","intend",14,0.00784313725490196
"859","hang",14,0.00784313725490196
"860","medit",14,0.00784313725490196
"861","therefor",14,0.00784313725490196
"862","respect",14,0.00784313725490196
"863","dismal",14,0.00784313725490196
"864","piec",14,0.00784313725490196
"865","deliv",14,0.00784313725490196
"866","evil",14,0.00784313725490196
"867","rich",14,0.00784313725490196
"868","relat",14,0.00784313725490196
"869","morrow",14,0.00784313725490196
"870","rage",14,0.00784313725490196
"871","beast",14,0.00784313725490196
"872","murder",14,0.00784313725490196
"873","nois",14,0.00784313725490196
"874","top",14,0.00784313725490196
"875","eas",14,0.00784313725490196
"876","groan",14,0.00784313725490196
"877","blame",14,0.00784313725490196
"878","search",14,0.00784313725490196
"879","teas",14,0.00784313725490196
"880","terror",14,0.00784313725490196
"881","outsid",14,0.00784313725490196
"882","dash",14,0.00784313725490196
"883","lose",14,0.00784313725490196
"884","welcom",14,0.00784313725490196
"885","today",14,0.00784313725490196
"886","bonni",14,0.00784313725490196
"887","happen",14,0.00784313725490196
"888","fret",14,0.00784313725490196
"889","harm",14,0.00784313725490196
"890","behav",14,0.00784313725490196
"891","lass",14,0.00784313725490196
"892","bright",14,0.00784313725490196
"893","degrad",14,0.00784313725490196
"894","judg",14,0.00784313725490196
"895","ten",14,0.00784313725490196
"896","met",14,0.00784313725490196
"897","asid",14,0.00784313725490196
"898","shell",14,0.00784313725490196
"899","bless",14,0.00784313725490196
"900","encount",14,0.00784313725490196
"901","consent",14,0.00784313725490196
"902","repent",14,0.00784313725490196
"903","sunshin",14,0.00784313725490196
"904","recal",14,0.00784313725490196
"905","resolut",13,0.00728291316526611
"906","shelter",13,0.00728291316526611
"907","sentiment",13,0.00728291316526611
"908","circumst",13,0.00728291316526611
"909","admir",13,0.00728291316526611
"910","paus",13,0.00728291316526611
"911","owner",13,0.00728291316526611
"912","bare",13,0.00728291316526611
"913","villain",13,0.00728291316526611
"914","prove",13,0.00728291316526611
"915","gain",13,0.00728291316526611
"916","share",13,0.00728291316526611
"917","understand",13,0.00728291316526611
"918","common",13,0.00728291316526611
"919","encourag",13,0.00728291316526611
"920","spend",13,0.00728291316526611
"921","heath",13,0.00728291316526611
"922","serv",13,0.00728291316526611
"923","fortun",13,0.00728291316526611
"924","proper",13,0.00728291316526611
"925","toler",13,0.00728291316526611
"926","render",13,0.00728291316526611
"927","kick",13,0.00728291316526611
"928","dreari",13,0.00728291316526611
"929","fault",13,0.00728291316526611
"930","agit",13,0.00728291316526611
"931","entertain",13,0.00728291316526611
"932","forth",13,0.00728291316526611
"933","anybodi",13,0.00728291316526611
"934","fact",13,0.00728291316526611
"935","detest",13,0.00728291316526611
"936","asham",13,0.00728291316526611
"937","employ",13,0.00728291316526611
"938","fulfil",13,0.00728291316526611
"939","seven",13,0.00728291316526611
"940","starv",13,0.00728291316526611
"941","hundr",13,0.00728291316526611
"942","ordinari",13,0.00728291316526611
"943","cruel",13,0.00728291316526611
"944","produc",13,0.00728291316526611
"945","slip",13,0.00728291316526611
"946","conscious",13,0.00728291316526611
"947","cast",13,0.00728291316526611
"948","indign",13,0.00728291316526611
"949","given",13,0.00728291316526611
"950","low",13,0.00728291316526611
"951","retain",13,0.00728291316526611
"952","money",13,0.00728291316526611
"953","patient",13,0.00728291316526611
"954","persist",13,0.00728291316526611
"955","safe",13,0.00728291316526611
"956","careless",13,0.00728291316526611
"957","middl",13,0.00728291316526611
"958","note",13,0.00728291316526611
"959","nice",13,0.00728291316526611
"960","anticip",13,0.00728291316526611
"961","spent",13,0.00728291316526611
"962","summon",13,0.00728291316526611
"963","save",13,0.00728291316526611
"964","villag",13,0.00728291316526611
"965","anger",13,0.00728291316526611
"966","brow",12,0.00672268907563025
"967","tenant",12,0.00672268907563025
"968","movement",12,0.00672268907563025
"969","conjectur",12,0.00672268907563025
"970","weather",12,0.00672268907563025
"971","rang",12,0.00672268907563025
"972","sun",12,0.00672268907563025
"973","altogeth",12,0.00672268907563025
"974","along",12,0.00672268907563025
"975","confess",12,0.00672268907563025
"976","check",12,0.00672268907563025
"977","grim",12,0.00672268907563025
"978","assist",12,0.00672268907563025
"979","glass",12,0.00672268907563025
"980","intellig",12,0.00672268907563025
"981","shiver",12,0.00672268907563025
"982","vanish",12,0.00672268907563025
"983","plenti",12,0.00672268907563025
"984","posit",12,0.00672268907563025
"985","pardon",12,0.00672268907563025
"986","forehead",12,0.00672268907563025
"987","accord",12,0.00672268907563025
"988","space",12,0.00672268907563025
"989","trust",12,0.00672268907563025
"990","savag",12,0.00672268907563025
"991","imposs",12,0.00672268907563025
"992","angel",12,0.00672268907563025
"993","aliv",12,0.00672268907563025
"994","regret",12,0.00672268907563025
"995","nowt",12,0.00672268907563025
"996","horror",12,0.00672268907563025
"997","behaviour",12,0.00672268907563025
"998","neglect",12,0.00672268907563025
"999","command",12,0.00672268907563025
"1000","milk",12,0.00672268907563025
